date,commodity,contract_month,contract_year,price,unit,currency,volume,open_interest,source
2020/08/21,CORN,Sep,2020,2215,ZAR/Ton,ZAR,0,37,JSE
2020/08/20,CORN,Sep,2020,2194,ZAR/Ton,ZAR,0,37,JSE
2020/08/19,CORN,Sep,2020,2205,ZAR/Ton,ZAR,44,37,JSE
2020/08/18,CORN,Sep,2020,2264,ZAR/Ton,ZAR,4,58,JSE
2020/08/17,CORN,Sep,2020,2258,ZAR/Ton,ZAR,300,58,JSE
2020/08/14,CORN,Sep,2020,2223,ZAR/Ton,ZAR,0,306,JSE
2020/08/13,CORN,Sep,2020,2208,ZAR/Ton,ZAR,70,306,JSE
2020/08/12,CORN,Sep,2020,2148,ZAR/Ton,ZAR,71,376,JSE
2020/08/11,CORN,Sep,2020,2177,ZAR/Ton,ZAR,52,447,JSE
2020/08/07,CORN,Sep,2020,2170,ZAR/Ton,ZAR,58,459,JSE
2020/08/06,CORN,Sep,2020,2147,ZAR/Ton,ZAR,10,492,JSE
2020/08/05,CORN,Sep,2020,2111,ZAR/Ton,ZAR,125,497,JSE
2020/08/04,CORN,Sep,2020,2150,ZAR/Ton,ZAR,40,559,JSE
2020/08/03,CORN,Sep,2020,2162,ZAR/Ton,ZAR,17,582,JSE
2020/07/31,CORN,Sep,2020,2125,ZAR/Ton,ZAR,7,591,JSE
2020/07/30,CORN,Sep,2020,2095,ZAR/Ton,ZAR,416,597,JSE
2020/07/29,CORN,Sep,2020,2088,ZAR/Ton,ZAR,140,797,JSE
2020/07/28,CORN,Sep,2020,2100,ZAR/Ton,ZAR,39,867,JSE
2020/07/27,CORN,Sep,2020,2135,ZAR/Ton,ZAR,2,886,JSE
2020/07/24,CORN,Sep,2020,2164,ZAR/Ton,ZAR,2,888,JSE
2020/07/23,CORN,Sep,2020,2126,ZAR/Ton,ZAR,10,890,JSE
2020/07/22,CORN,Sep,2020,2111,ZAR/Ton,ZAR,260,1020,JSE
2020/07/21,CORN,Sep,2020,2141,ZAR/Ton,ZAR,0,1016,JSE
2020/07/20,CORN,Sep,2020,2192,ZAR/Ton,ZAR,0,1016,JSE
